,id,name,viewCount,encryptedVideoId,artists,isVisible,atvExternalVideoId,thumbnail_thumbnails,chartEntryMetadata_currentPosition,chartEntryMetadata_previousPosition,chartEntryMetadata_percentViewsChange,chartEntryMetadata_periodsOnChart,releaseDate_year,releaseDate_month,releaseDate_day,data_inicio
0,Y:AgWUtFtSviE,Jenifer,20149435,D2rG7pXd2LY,"[{'kgMid': '/g/11h0d3dnyr', 'name': 'Gabriel Diniz'}]",True,W10ssxG3q9E,"[{'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/D2rG7pXd2LY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",1,9.0,0.96075654,12,2018.0,9.0,14.0,2019-01-04
1,Y:lwp2e0tFtZM,Hoje Eu Vou Parar Na Gaiola (feat. DJ Rennan da Penha),11627940,1ppPuobqt-g,"[{'kgMid': '/g/11b6_sq0s2', 'name': 'Mc Livinho'}]",True,R7WyzglbOrI,"[{'url': 'https://i.ytimg.com/vi/1ppPuobqt-g/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/1ppPuobqt-g/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/1ppPuobqt-g/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/1ppPuobqt-g/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/1ppPuobqt-g/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",2,1.0,-0.2064594,8,2018.0,10.0,9.0,2019-01-04
2,Y:j47F_UFQHm0,Quem Me Dera,11433469,BRw8e5OGnrI,"[{'kgMid': '/g/11c54ch2hn', 'name': 'Márcia Fellipe'}, {'name': 'Jerry Smith'}]",True,8-J6pdXOJhU,"[{'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/BRw8e5OGnrI/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",3,4.0,-0.13798322,13,2018.0,10.0,15.0,2019-01-04
3,Y:sSoVIcYmkPY,Agora é Tudo Meu,10806125,1MTsqRU-4LY,"[{'kgMid': '/g/11b60z06t1', 'name': 'DENNIS'}, {'kgMid': '/g/11c2pmz334', 'name': 'MC Kevinho'}]",True,lY-DINmUpcI,"[{'url': 'https://i.ytimg.com/vi/1MTsqRU-4LY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/1MTsqRU-4LY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/1MTsqRU-4LY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/1MTsqRU-4LY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/1MTsqRU-4LY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",4,6.0,0.016539985,5,2018.0,12.0,5.0,2019-01-04
4,Y:KjM62Bvp744,Parado no Bailão,10200638,upCptHeThio,"[{'kgMid': '/g/11f9w6dy53', 'name': 'MC L da Vinte'}, {'kgMid': '/g/11f146x8gz', 'name': 'Mc Gury'}]",True,7a0oiSnCWww,"[{'url': 'https://i.ytimg.com/vi/upCptHeThio/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/upCptHeThio/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/upCptHeThio/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/upCptHeThio/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/upCptHeThio/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",5,2.0,-0.27503884,11,2018.0,7.0,23.0,2019-01-04
5,Y:nqbzCLL6LGs,Poesia Acústica #6 - Era Uma Vez,9972501,jK2k1P56Cno,"[{'name': 'Pineapple StormTV'}, {'name': 'MC Cabelinho'}, {'name': 'Mode$Tia'}, {'kgMid': '/g/11f126h_vb', 'name': 'Bob do Contra'}, {'kgMid': '/g/11gff6wktm', 'name': 'Azzy'}, {'kgMid': '/g/1yglpxkk0', 'name': 'Filipe Ret'}, {'name': 'Dudu'}, {'kgMid': '/g/11c31yv9zh', 'name': 'Xamã'}, {'kgMid': '/g/11bv2ph0yr', 'name': 'Orochi'}, {'kgMid': '/g/11f4q3vd8y', 'name': 'Maquiny'}]",True,nwmHRJhjHtY,"[{'url': 'https://i.ytimg.com/vi/jK2k1P56Cno/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/jK2k1P56Cno/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/jK2k1P56Cno/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/jK2k1P56Cno/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/jK2k1P56Cno/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",6,12.0,0.059920553,3,2018.0,12.0,24.0,2019-01-04
6,Y:mBmEWavFk1I,Zé da Recaída,9914427,ng4MxUWqsR0,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,lzDpA_q4LYM,"[{'url': 'https://i.ytimg.com/vi/ng4MxUWqsR0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ng4MxUWqsR0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ng4MxUWqsR0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ng4MxUWqsR0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ng4MxUWqsR0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",7,5.0,-0.19485459,22,2018.0,8.0,9.0,2019-01-04
7,Y:VXqoVg7ehsc,Atrasadinha,9828347,M76qUQTt_Sw,"[{'kgMid': '/g/11g6k0gmj8', 'name': 'Felipe Araújo'}, {'kgMid': '/g/11f4v4x7mq', 'name': 'Ferrugem'}]",True,GluKTc8_kk0,"[{'url': 'https://i.ytimg.com/vi/M76qUQTt_Sw/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/M76qUQTt_Sw/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/M76qUQTt_Sw/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/M76qUQTt_Sw/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/M76qUQTt_Sw/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",8,3.0,-0.27252665,16,2018.0,9.0,13.0,2019-01-04
8,Y:68DzEwBC2Cw,Notificação Preferida (Ao Vivo),9730336,rYKOuKaWEjg,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,vFW8c0N_nLs,"[{'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/rYKOuKaWEjg/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",9,7.0,-0.08243651,28,2018.0,5.0,18.0,2019-01-04
9,Y:P82cZhiHyVw,Tijolinho Por Tijolinho (feat. Zé Felipe),8781291,UybGw37WbuY,"[{'kgMid': '/g/11g0mh8knm', 'name': 'Enzo Rabelo'}]",True,e1gBc9qzEp8,"[{'url': 'https://i.ytimg.com/vi/UybGw37WbuY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/UybGw37WbuY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/UybGw37WbuY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/UybGw37WbuY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/UybGw37WbuY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",10,8.0,-0.17117864,14,2018.0,8.0,10.0,2019-01-04
10,Y:byDnHe9VQYA,BEBI LIGUEI,8642978,2nH7xAMqD2g,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,j-nFJPeWhQQ,"[{'url': 'https://i.ytimg.com/vi/2nH7xAMqD2g/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/2nH7xAMqD2g/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/2nH7xAMqD2g/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/2nH7xAMqD2g/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/2nH7xAMqD2g/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",11,13.0,-0.063378334,4,2018.0,12.0,15.0,2019-01-04
11,Y:BmJNxhdwzx8,O Bebê,8178674,Btyfrd-UtSw,"[{'kgMid': '/g/11c2pmz334', 'name': 'MC Kevinho'}, {'kgMid': '/g/11c2psj56j', 'name': 'MC Kekel'}]",True,E_sjLywAcgE,"[{'url': 'https://i.ytimg.com/vi/Btyfrd-UtSw/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Btyfrd-UtSw/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Btyfrd-UtSw/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Btyfrd-UtSw/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Btyfrd-UtSw/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",12,14.0,-0.09398565,18,2018.0,9.0,11.0,2019-01-04
12,Y:kfOIKPq4YA8,Vingança (Live) (feat. MC Kekel),7917307,ex-cr18tKDE,"[{'kgMid': '/m/0gh91m8', 'name': 'Luan Santana'}]",True,YYCld1mj0vU,"[{'url': 'https://i.ytimg.com/vi/ex-cr18tKDE/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ex-cr18tKDE/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ex-cr18tKDE/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ex-cr18tKDE/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ex-cr18tKDE/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",13,18.0,0.032829046,14,2018.0,9.0,4.0,2019-01-04
13,Y:4PCEEvzdm1c,Só Pra Castigar,7667342,V_w_KA1VKoQ,"[{'kgMid': '/m/0124x5pq', 'name': 'Wesley Safadão'}]",True,Guu1165El5A,"[{'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/V_w_KA1VKoQ/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",14,10.0,-0.2287513,17,2018.0,9.0,12.0,2019-01-04
14,Y:-6fPcSaUvJ4,PASSA MAL,7580876,OQ59_5ejr24,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,vUrvpw3FhcE,"[{'url': 'https://i.ytimg.com/vi/OQ59_5ejr24/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/OQ59_5ejr24/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/OQ59_5ejr24/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/OQ59_5ejr24/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/OQ59_5ejr24/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",15,16.0,-0.12873559,5,2018.0,12.0,8.0,2019-01-04
15,Y:J6yu9zcAxl8,Ciumeira,7002921,KbRtA_brCQ0,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,1oYgPP8Qf-w,"[{'url': 'https://i.ytimg.com/vi/KbRtA_brCQ0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/KbRtA_brCQ0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/KbRtA_brCQ0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/KbRtA_brCQ0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/KbRtA_brCQ0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",16,19.0,-0.0389378,20,2018.0,8.0,24.0,2019-01-04
16,Y:ixbdH09WSgw,Não Fala Não Pra Mim (feat. Jerry Smith),6988413,kpEQ3ReRQfg,"[{'kgMid': '/m/0nhb1jz', 'name': 'Humberto & Ronaldo'}]",True,TQsV6-JWYms,"[{'url': 'https://i.ytimg.com/vi/kpEQ3ReRQfg/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/kpEQ3ReRQfg/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/kpEQ3ReRQfg/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/kpEQ3ReRQfg/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/kpEQ3ReRQfg/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",17,11.0,-0.2790377,30,2018.0,6.0,15.0,2019-01-04
17,Y:HvWN2Xy5eNc,Cem Mil(Ao Vivo),6831449,5YIK4b7fNeo,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,oG_P1IL8X0A,"[{'url': 'https://i.ytimg.com/vi/5YIK4b7fNeo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/5YIK4b7fNeo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/5YIK4b7fNeo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/5YIK4b7fNeo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/5YIK4b7fNeo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",18,23.0,0.06807728,7,2018.0,10.0,26.0,2019-01-04
18,Y:IqYmZPfE9C8,"Quem Pegou, Pegou (Ao Vivo)",6272119,X8VDYICEIYw,"[{'kgMid': '/m/0wtnl61', 'name': 'Henrique & Juliano'}]",True,7X4j_gEoHS8,"[{'url': 'https://i.ytimg.com/vi/X8VDYICEIYw/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/X8VDYICEIYw/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/X8VDYICEIYw/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/X8VDYICEIYw/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/X8VDYICEIYw/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",19,17.0,-0.19796407,22,2018.0,8.0,15.0,2019-01-04
19,Y:B5WhTYUQGnA,Largado Às Traças (Acústico),5945135,WcTRQXtXJPs,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,0l6DvOCcTKM,"[{'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/WcTRQXtXJPs/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",20,15.0,-0.32490653,47,2018.0,1.0,30.0,2019-01-04
20,Y:h5Y0D2TGYH4,Sou Favela,5581658,PvJIwSPte4E,"[{'kgMid': '/g/11f5vgp9qk', 'name': 'Mc Bruninho'}, {'kgMid': '/g/11f655yjcs', 'name': 'MC Vitinho Ferrari'}]",True,DLeBQKoaxqw,"[{'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/PvJIwSPte4E/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",21,21.0,-0.19402526,19,2018.0,8.0,30.0,2019-01-04
21,Y:MjHDSBCrLbI,Meu Abrigo,5515422,gUpGTRR4Tt4,"[{'kgMid': '/g/11gr6vzdh1', 'name': 'Melim'}]",True,Xy-MRoTHovA,"[{'url': 'https://i.ytimg.com/vi/gUpGTRR4Tt4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/gUpGTRR4Tt4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/gUpGTRR4Tt4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/gUpGTRR4Tt4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/gUpGTRR4Tt4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",22,22.0,-0.18380068,25,2017.0,12.0,8.0,2019-01-04
22,Y:58v1H58IxEY,Eu Não Iria (Ao Vivo),5481141,pgHrRi91-Mk,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,WIv4iaa9yto,"[{'url': 'https://i.ytimg.com/vi/pgHrRi91-Mk/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/pgHrRi91-Mk/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/pgHrRi91-Mk/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/pgHrRi91-Mk/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/pgHrRi91-Mk/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",23,35.0,0.14090465,7,2018.0,10.0,26.0,2019-01-04
23,Y:Qk4JH4Vc8Qk,STATUS QUE EU NÃO QUERIA,5454552,VfjFppJSvD4,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,z-gfPFVdXV8,"[{'url': 'https://i.ytimg.com/vi/VfjFppJSvD4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/VfjFppJSvD4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/VfjFppJSvD4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/VfjFppJSvD4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/VfjFppJSvD4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",24,20.0,-0.23440361,43,2018.0,5.0,18.0,2019-01-04
24,Y:9CcJ5kQYCpk,Péssimo Negócio (Ao Vivo),5229546,4uQi5XvGI1M,"[{'kgMid': '/g/1q6n2ftx2', 'name': 'Dilsinho'}]",True,jPieCa3rVtY,"[{'url': 'https://i.ytimg.com/vi/4uQi5XvGI1M/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/4uQi5XvGI1M/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/4uQi5XvGI1M/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/4uQi5XvGI1M/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/4uQi5XvGI1M/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",25,33.0,0.06305911,9,2018.0,10.0,29.0,2019-01-04
25,Y:b6-iKAEa30A,Cavalo de Troia,5197162,CR7QizUf6Jo,[{'name': 'MC Kevin'}],True,cR5DcvRczSE,"[{'url': 'https://i.ytimg.com/vi/CR7QizUf6Jo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/CR7QizUf6Jo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/CR7QizUf6Jo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/CR7QizUf6Jo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/CR7QizUf6Jo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",26,34.0,0.06268175,5,2018.0,12.0,6.0,2019-01-04
26,Y:5oWWUbxlJKc,Chorar pra Quê,4928587,qd6qrh1AwKI,"[{'name': 'MC Charada'}, {'kgMid': '/g/11b7_v3lwg', 'name': 'Mc Dede'}]",True,,"[{'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/qd6qrh1AwKI/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",27,30.0,-0.09930151,8,2018.0,11.0,15.0,2019-01-04
27,Y:KDEPqwQhYNY,Sapequinha,4878955,eeuyqLI4iQE,"[{'kgMid': '/g/11byhkk3nl', 'name': 'Lexa'}, {'kgMid': '/g/11g9fl0gh5', 'name': 'MC Lan'}]",True,aIFkHwU5Zjw,"[{'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/eeuyqLI4iQE/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",28,28.0,-0.18092974,22,2018.0,8.0,2.0,2019-01-04
28,Y:eoY2OkHztog,Girls Like You (feat. Cardi B),4835632,aJOTlE1K90k,"[{'kgMid': '/m/02k5sc', 'name': 'Maroon 5'}]",True,XDbW5bXrm7I,"[{'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/aJOTlE1K90k/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",29,37.0,0.020444848,30,2017.0,11.0,3.0,2019-01-04
29,Y:P_Llq_QkJOo,Cobaia (Ao Vivo),4745564,X7TKxphukD0,"[{'kgMid': '/g/11fltsbh_d', 'name': 'Lauana Prado'}, {'kgMid': '/g/11btz__j0s', 'name': 'Maiara & Maraisa'}]",True,StYPqHMmjFQ,"[{'url': 'https://i.ytimg.com/vi/X7TKxphukD0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/X7TKxphukD0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/X7TKxphukD0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/X7TKxphukD0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/X7TKxphukD0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",30,40.0,0.03636703,7,2018.0,11.0,9.0,2019-01-04
30,Y:Mtd_8YW69gI,Vai Vai Perereca,4664002,Mp_g9qrNZsA,[{'name': 'MC Levin'}],True,zfmLKp1TFeo,"[{'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Mp_g9qrNZsA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",31,29.0,-0.21677873,12,2018.0,11.0,14.0,2019-01-04
31,Y:i8fgDIJLOA0,Respeita o Nosso Fim (Ao Vivo),4635379,IrEFj4zpHgE,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,1h62q25ODlI,"[{'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/IrEFj4zpHgE/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",32,42.0,0.022713188,7,2018.0,10.0,26.0,2019-01-04
